id,post,"created at"
174,"Sexual orientation and gender identity are nothing new.

Lesbian, Gay, Bisexual and Transgender people have been present in various forms throughout history, throughout the world. All cultures have included individuals who practice same-sex relations as well as those whose gender identity challenges prevailing norms.

This new Free & Equal infographic explains.","2016-03-11 08:05:01"
175,"#ThrowbackThursday: Thanks to Kristin Davis for showing her support for the Global Goals for Sustainable Development last week. 

The actress/animal activist was at the United Nations Headquarters for World Wildlife Day and to pick up an award for her elephant documentary ""Gardeners of Eden."" 

Find out more here about Global Goal 15, Life on Land. 

#TBT","2016-03-11 05:05:00"
176,"In September 2015, 91 world leaders answered UN Women's call to Step It Up for Gender Equality by making national commitments that will close the gender equality gap. 

Thanks to them, we’re closer than ever to realizing a #Planet5050 by 2030 and achieving the Global Goals for Sustainable Development!","2016-03-10 13:05:00"
177,"There are 45% fewer maternal deaths worldwide today than in 1990. Yet, 800 women die every day from preventable pregnancy-related causes. 99% of these deaths occur in developing countries. 

Better maternal health care saves lives! 

This International Women's Day, check out UN Women's infographic on progress and challenges of women's rights: http://ow.ly/YIzaE #IWD2016 #Planet5050","2016-03-10 13:05:00"
178,"Warriors vs FGM 

25-year-old Kenyan warrior and campaigner Josephat will introduce you to his mum and sisters. 

Together they'll show you how ending female genital mutilation is a family - and community - affair.","2016-03-10 08:05:00"
179,"""Climate action is an urgent task. I ask all of you to act urgently as well. Our planet depends on all of us.""

World Bank President Jim Yong Kim shares what the #ParisAgreement on climate change means to him. 

Stay tuned for updates as world leaders prepare to gather in New York to sign the Agreement next month.","2016-03-10 05:05:00"
180,"On 22 April, world leaders will gather at UN Headquarters in New York to sign the historic Paris Agreement on climate change. 

The Agreement outlines actions countries will take to move to a low-carbon economy and achieve a sustainable future for our planet and all its people. 

But what can you do? 

Recycle, buy local, use water sparingly, take public transport and encourage leaders to sign the Paris Agreement. People across the world are taking climate action. Join them, spread the word and show your support today! 

Get more ideas for action here: http://www.un.org/sustainabledevelopment/takeaction/","2016-03-09 22:06:08"
181,"A look inside the Syria Humanitarian Access Taskforce, chaired by the UN Special Envoy Staffan de Mistura, meeting at UN Geneva on Wednesday.","2016-03-09 20:20:22"
182,"NEWS: UNFPA and UNICEF launch a global initiative to protect children from child marriage.","2016-03-09 13:21:00"
183,"“Study after study shows us the value of gender equality. But we have to do more than help people see the logic with their minds, it’s also about making them feel it in their bones.”

Watch UN Women Goodwill Ambassador Emma Watson launched the #HeForShe Arts Week on International Women's Day here. 

#IWD2016","2016-03-09 05:05:00"
184,"Join the Zero Hunger Challenge in celebrating International Women's Day by sharing how women's empowerment is a pathway to Zero Hunger - and how action taken for Zero Hunger can contribute to gender equality!

#Planet5050 #IWD2016 #ZeroHunger","2016-03-08 23:10:00"
185,"On International Women's Day, here's a gallery of the diverse women at work at UN Geneva - from motivating leaders to UN staff behind the scenes, to civil society representatives bringing fresh ideas to the table. #IWD2016 #Planet5050","2016-03-08 20:34:10"
186,"On Tuesday's International Women’s Day, check out UN Women's interactive timeline spotlighting remarkable women throughout history: http://ow.ly/YNAH1 #IWD2016 #Planet5050","2016-03-08 19:05:00"
187,"Globally, women earn 24% less than men. 

It's time to work together for equal pay. 

Check out UN Women's infographic on the progress and challenges of women’s rights: http://ow.ly/YIzaE

 #IWD2016 #Planet5050","2016-03-08 13:12:01"
188,"""If there is one place in the world where we should recognize the [suffering], the courage, the resilience and the determination of women, it is Syria""

For International Women's Day, the United Nations Syria Envoy Staffan de Mistura has a message for the women of Syria.

#IWD2016 #Planet5050","2016-03-08 08:06:39"
189,"Tuesday is International Women's Day -- a chance step up for gender equality and help achieve Planet 50-50 by 2030!

The Global Goals for Sustainable Development aim, by 2030,  to end all forms of discrimination and violence against all women and girls everywhere, ensure that girls and boys have access to quality education, ensure women’s full and effective participation and equal opportunities and much more. 

This Women's Day, tell us how you are stepping up for gender equality! 

Get photos, video and more from UN Women here: http://ow.ly/YFmPg

#IWD2016","2016-03-08 07:05:01"
190,"In celebration of Tuesday's International Women's Day, check out these amazing shots of women meteorologists, hydrologists, oceanographers, and climate scientists from World Meteorological Organization. 

Thanks to all women and men around the world who are taking climate action!","2016-03-07 23:06:25"
191,"Congratulations to fashion designer ALPHADI of Niger who has been designated UNESCO Artist for Peace! 

The designation comes in recognition of Alphadi’s commitment to culture and development at the service of peace, respect and human dignity, for his contribution to the promotion of tolerance and for his dedication to the ideals of the Organization.

(image: Courtesy of Alphadi)","2016-03-07 21:05:00"
192,"With a few key strokes and clicks of a mouse, you’ve just finished your banking, paid your bills and did some shopping. 

But remember how things were before the internet? 
That’s how it still is for 60% of the world’s population. 

How has access to digital technology transformed your life? 

More from World Bank here: http://wrld.bg/XHxNB 

#digitaldividends","2016-03-07 13:05:01"
193,"No one should have to decide between having kids and having a career. 

Ahead of this week's International Women's Day, find out why achieving #Planet5050 means sharing the load.  #IWD2016","2016-03-07 07:05:00"
194,"Thanks to World Food Programme, kids in Haiti can have nutricious school meals with local products.

Here are 10 steps to follow for delicious home-grown school meals: http://www.wfp.org/stories/field-table-follow-food-home-grown-school-feeding-10-steps-haiti","2016-03-07 05:05:00"
195,"#SustainableSunday: As part of our Year of Living Sustainably campaign, every week we are sharing tips and good examples of how to achieve a sustainable future and reach the Global Goals for Sustainable Development. 

On World Wildlife Day last Thursday, people around the world raised their voices to say that the future of the natural world is #InOurHands. But what more can you do to protect wildlife? 

Here are some ideas.","2016-03-07 01:31:47"
196,"Calling for strong leadership and vision for the refugee crisis in Europe, UNHCR chief outlined a detailed six-point plan ahead of a key meeting of European Union leaders and Turkey in Brussels next week.","2016-03-06 21:05:01"
197,"""For the first time in my life I can say something is mine. This land, as far as the eye can see is mine - this paper says so,"" says Durdana, a young Pakistani widow, who received land tenancy rights for the first time in her life. 

UN Women Pakistan and its partners worked with 1,214 vulnerable rural women farmers, like Durdana, to acquire land tenancy rights from their feudal and tribal landholders.","2016-03-06 13:05:00"
198,"“What really moved and, even, saddened me was the anger. Many people expressed their anger –people who for more than forty years have lived in the harshest conditions and who feel their plight and their cause have been forgotten by the world"". 

After meeting Sahrawi refugees in Algeria on Saturday, Secretary-General Ban Ki-moon said that independent of politics, the plight of the Sahrawis must be addressed. 

More here: http://bit.ly/1U2Zaib","2016-03-06 08:54:49"
199,"Young refugees from war-torn African countries and Ugandans join each other on stage at the National Theatre to act out their stories of flight and integration.

The three-hour-show, supported by UNHCR, aims to encourage audiences to get to know refugees, highlight their resilience and dispel myths about them as passive receivers of aid or threats to local jobs.

Get the full story here.","2016-03-06 05:05:00"
200,"UN Women strongly condemns the murder of indigenous leader, environmentalist and defender of human rights, #BertaCaceres, who was shot in her home in Honduras yesterday and calls for urgent and diligent investigation.","2016-03-05 21:05:01"
201,"75% of the world's food crops depend at least in part on pollination. Pollinators, however, are being driven toward extinction due to diverse pressures, such as intensive agricultural practices, pesticides, and climate change. 

 UNEP explains how to reverse this trend here.","2016-03-05 13:05:00"
202,"The human rights implications of #AppleVsFBI: A successful case against Apple in the US will set a precedent that may make it impossible for Apple or any other major international IT company to safeguard their clients’ privacy anywhere in the world. It is potentially a gift to authoritarian regimes, as well as to criminal hackers. 

United Nations Human Rights chief Zeid explains here.","2016-03-05 07:05:01"
203,"NEWS:  A new UN report lays out special measures for protection from sexual exploitation and sexual abuse. 

99 allegations of sexual exploitation and abuse uncovered by the United Nations in 2015 – 69 of these in countries where peacekeeping operations are deployed. 

“It is greatly distressing when protectors, in rare instances, turn predators...we must redouble our efforts to curb this scourge and that we depend on a strong partnership with Member States to do so.” said UN Under-Secretary-General for Field Support, Atul Khare, presenting the report. 

Find out more here: http://j.mp/1TVj2oA","2016-03-05 05:05:01"
204,"Secretary-General Ban Ki-moon is on a trip Burkina Faso, Mauritania and Algeria as part of his ""Mission for Humanity"". ahead of May's World Humanitarian Summit. 

In Burkina Faso, the Secretary-General visited a pediatric nutrition rehabilitation unit at the Shifra Medical Centre in Ouagadougou, where he welcomed the efforts of authorities to reduce malnutrition and end chronic food insecurity. 

""The number of children suffering from acute malnutrition which benefit from treatment has tripled rising from 40,000 in 2011 to 120,000 last year. Thousands of lives are being saved each year, avoiding terrible human suffering and ensure the future of this great country,"" he said. 

More on his trip here: http://j.mp/1OVf5IX","2016-03-04 23:00:01"
205,"Photos: Members of the local community near an explosive remnant of war in the territory of Western Sahara.

Western Sahara is contaminated with landmines as a result of several years of fighting. It is one of the most heavily mined territories in the world, with over 2500 casualties since 1975.

While UN military observers work to monitor the ceasefire, the humanitarian activities of the UN Mine Action Service reduce the threat and impact of landmines, which continue to endanger the lives of nomadic and local populations.

Photos: UNMAS","2016-03-04 21:05:01"
206,"Are you an NGO that has a question for candidates for UN Secretary-General? 

Then submit your questions in writing, video or audio by 20 March and they may be asked a General Assembly dialogue with nominees. 

Get details here from UN Non-Governmental Liaison Service NGLS.","2016-03-04 13:05:00"
207,"Nearly a year of conflict in Yemen has exacted a dreadful toll on civilians. 21.2 million people, 85% of the total population in the country, are in need of humanitarian assistance.

Here is the overview of the crisis and planned humanitarian response by UN OCHA Yemen: http://ochayemen.org/hrp2016/infographic.html","2016-03-04 07:05:01"
208,"""We need to heed the call to action which is that the future of wildlife is in our hands. This is a message of both power and privilege."" 

UNEP Goodwill Ambassador Ian Somerhalder #WorldWildlifeDay message urges us to raise our voices in support of conservation. 

via UNEP","2016-03-03 21:08:57"
209,"""When we carelessly exploit the planet, and all of her precious species of plants and animals, we damage ourselves. We are part of nature and all life is connected. If you hurt one species you hurt them all, and we humans are not exempt.""

UNEP Goodwill Ambassador Gisele Bündchen shares her inspirational message for #WorldWildlifeDay and calls the global community to action. 

via UNEP","2016-03-03 17:00:00"
210,"On Thursday's #WorldWildlifeDay, join the collective push to fight the illegal trade in wildlife. 

Tell the world how the future of wildlife is in our hands. Get creative and post a picture that shows just that with hashtag #InOurHands! 

http://www.wildlifeday.org/ #WWD2016","2016-03-03 13:05:00"
211,"The future of wildlife is #InOurHands. 

Organized crime is impacting the world’s forests and animals. Criminal networks are generating massive illicit profits at the expense of these fauna and flora and harming the people who depend on them. 

Share this new UNODC - United Nations Office on Drugs and Crime video to support Thursday's World Wildlife Day and help encourage people across the globe to get #SeriousAboutWildlifeCrime. 

Visit http://www.wildlifeday.org to find out more.","2016-03-03 07:05:00"
212,"NEWS: The UN Security Council today unanimously adopted a resolution that imposes new sanctions and tightens some of its existing measures against the Democratic People's Republic of Korea (DPRK), due to the country's ongoing nuclear and ballistic missile-related activities.","2016-03-03 05:05:00"
213,"Poor nutrition causes nearly half (45%) of deaths in children under five - 3.1 million children each year.  

Get 10 facts about world hunger and find out how you can help World Food Programme today.","2016-03-02 21:05:01"
214,"Ban Ki-moon meets with representatives of human rights NGOs during his visit to UN Geneva, which took place in the same week as the opening of the UN Human Rights Council's 31st session.","2016-03-02 17:58:38"
215,"Are you from a developing country and want to share a compelling story of a new innovation or solution for climate change? 

Then you could be chosen to speak at the signing ceremony of the historic Paris Agreement! 

Apply by 13 March.","2016-03-02 13:05:00"
216,"Can Zika be transmitted through sex?

Possibly. World Health Organization (WHO) answers common questions on Zika and shares the best ways to protect yourself.","2016-03-02 05:05:00"
217,"The 17 #GlobalGoals look best in many languages, don't you think? How many can you identify?","2016-03-02 00:33:23"
218,"Zero Discrimination Day on Tuesday is an opportunity to celebrate everyone’s right to live a full and productive life with dignity—no matter what they look like, where they come from or whom they love.

Let’s come together for #zerodiscrimination and celebrate diversity, tolerance and inclusion.","2016-03-01 13:00:01"
219,"""When you are young, the future is open — and so is the world. Now is the time to choose the rocky road instead of the paved path. You may have to move many obstacles on your journey to success, but when you arrive you will be much stronger for the effort.""

Secretary-General Ban Ki-moon shares career advice in his latest  LinkedIn Pulse piece here.","2016-03-01 07:10:00"
220,"""I have hope – thanks to an inspiring new Development Agenda, the enduring power of human rights and the best of the human spirit.""","2016-03-01 03:11:33"
221,"Thanks to Leonardo DiCaprio for using his #Oscars acceptance speech to remind people that 2015 was the hottest year on record and that we need to support indigenous peoples and those most affected by climate change. 

""Climate change is real. It is happening right now, it is the most urgent threat facing our entire species and we need to work collectively... Let us not take this planet for granted.""

via Global Goals for Sustainable Development","2016-02-29 18:49:33"
222,"Thanks to Leonardo DiCaprio for using his #Oscars acceptance speech to remind people that 2015 was the hottest year on record and that we need to support indigenous peoples and those most affected by climate change. 

""Climate change is real. It is happening right now, it is the most urgent threat facing our entire species and we need to work collectively... Let us not take this planet for granted.""

via Global Goals for Sustainable Development","2016-02-29 18:49:32"
223,"A treat for Afghani children living in a refugee village in Pakistan.

UNHCR explains what is being done to provide them with a quality eduction -- and the chance for a better future.","2016-02-29 13:05:00"
224,"Congratulations to United Nations Messenger of Peace Leonardo DiCaprio for winning The Academy award! 

Join Leonardo in his efforts to address climate change and help achieve the Global Goals for Sustainable Development to transform our world by 2030 here: http://bit.ly/1aGmn6O

#Oscars","2016-02-29 10:58:53"
225,"The UN has received many awards in its 70 years, but did you know that it has also won an Oscar? 

In fact, Oscar still resides at UN Headquarters in New York and occasionally takes a tour of the building!

In 1947, the UN short film “First Steps” -- which focuses on children with disabilities -- won the Academy Award for Documentary Short Subject.

The 10-minute piece about the treatment of children with disabilities takes us on the journey of one young boy as he learns to walk. While several aspects of the film are now outdated, its overall theme of achieving a life of dignity for all is one that continues to guide the work of the UN. 

Watch the piece at: https://www.youtube.com/watch?v=J1jnvbilnBA #Oscars2016","2016-02-29 05:05:00"
226,"Do you know why gender equality impacts food security?

Take this World Food Programme quiz and test your knowledge!","2016-02-28 21:05:00"
227,"Natural disasters can devastate lives, communities, even entire countries overnight. 

The cost of disasters, however, doesn't have to be so devastating. Financial planning can help safeguard livelihoods and public investments. World Bank explains.","2016-02-28 13:05:01"
228,"Meet the UN police serving the United Nations across the world as they share their experiences and how they have positively impacted the people they protect and serve.","2016-02-28 05:05:00"
229,"“I left Syria because the life is so difficult there. There is a war and you can’t live there and that’s the reason why I am leaving to Britain. I also want to see if I can bring my family. I am thinking of my family in Syria. Life there is very, very difficult.” 

-- 16-year-old Ahmed on the situation in Dara'a, Syria where he's from. Thanks to a recent UK court ruling, he was able to reunite with his older brother in the UK. 

Here's their story.","2016-02-27 21:05:00"
230,"These beautiful photos capture the essence of our planet's forests and the people who sustain them. 

Close to 1.6 billion people – more than 25% of the world’s population – rely on forest resources for their livelihoods and most of them (1.2 billion) use trees on farms for food and income.

Forests are essential to life on our planet, to mitigating and adapting to climate change, ensuring adequate supply of fresh water, enhancing biodiversity and providing sustainable incomes and livelihoods, including food security. But they face unprecedented and unrelenting pressures.

Sustainably managing trees and forests is an important part of the Global Goals for Sustainable Development to be achieved by 2030.","2016-02-27 13:05:00"
231,"""Let us pray that this works - it is the best opportunity the Syrian people have had in 5 years to hope for peace""

Speaking to the press in Geneva, UN Special Envoy for Syria Staffan de Mistura, announced that following an agreement on a cessation of hostilities in Syria which came into force midnight Friday, he will reconvene the suspended Intra-Syrian Talks in Geneva on 7 March.

He spoke just after the Security Council endorsed the cessation of hostilities pact in Syria, see: http://j.mp/1KRuZZO

UN Geneva Photo/Jean-Marc Ferré","2016-02-27 09:12:23"
232,"This week Secretary-General Ban Ki-moon announced US$21 million from the Central Emergency Response Fund (United Nations CERF) to provide urgent humanitarian assistance to people affected by conflict in South Sudan.

“Conflict and increasing food insecurity have resulted in the urgent need for life-saving assistance. Timeliness of this assistance is critical, as time lost will result in lives lost. These funds will provide protection and relief to people affected by conflict in South Sudan when it is needed the most,” he said.","2016-02-27 03:49:04"
233,"Are you a podcast listener? 

A recent film screening at the United Nations of the feature film ""Brooklyn"" and its ties to the issues of refugees and migration is the subject of the first ever UN Radio podcast!

Hear directly from Irish writer Colm Tóibín, on whose novel the film is based, and the movie’s star, Saoirse Ronan – both of whom tell UN Radio about how the film’s plot mirrored many aspects of their own lives.

Ahead of Sunday's The Academy ""Oscars"" Award ceremony, take a listen and let us know what you think!","2016-02-26 23:45:28"
234,"Meet Tanah: This hero helps your child survive a major disaster.

She is the central character of ""Tanah: The Tsunami & Earthquake Fighter"", a mobile app released by UNESCO and Open Dream to teach young players to prepare for, respond to, and recover from Tsunami and Earthquake disasters.","2016-02-26 21:02:01"
235,"""If the cessation of hostilities takes hold effectively, it will have an impact on the acceleration of reaching the people in need in Syria, not only in the besieged areas, but everywhere.""

UN Syria Envoy Staffan de Mistura, with his Special Advisor Jan Egeland, briefs the press at UN Geneva.","2016-02-26 16:24:40"
236,"Tobacco use is one of the main risk factors for a number of chronic diseases, including cancer, lung diseases, and cardiovascular diseases. Tobacco exploits movies to recruit children as new smokers.

Take action against on-screen smoking with World Health Organization (WHO)!","2016-02-26 13:05:01"
237,"Monsoon flooding over the summer in 2015 affected 1.1 million people across Bangladesh. In Northwestern Bangladesh, flooding exacerbated poverty and food insecurity for many families. 

World Food Programme reached a total of 5,500 extremely vulnerable households in the region with cash assistance this year.","2016-02-26 05:05:00"
238,"Calling all football/soccer fans! Thank you, to Global Goals for Sustainable Development Advocate and UNICEF Goodwill Ambassador Leo Messi!","2016-02-26 00:51:53"
239,"The 4 women's cooperatives organised by PREM, a UN Women Fund for Gender Equality grantee from Guinea, have given over 300 rural women in the country new opportunities to build leadership skills, strengthen social bonds and participate in economic decisions that affect the community.

These inspirational women share their story here.","2016-02-25 21:05:01"
240,"#TBT to January 2012: UNEP Goodwill Ambassador Gisele Bündchen plants a tree for the environment during her visit to the United Nations office in Nairobi, Kenya. 

Planting trees is just one of the many actions you can take to help address climate change as part of a sustainable lifestyle. 

Recycle, buy local, use water sparingly, take public transport -- you can do your part by taking climate action today!","2016-02-25 21:02:00"
241,"The United Nations iLibrary is now live!

It is the first comprehensive global search, discovery, and viewing source for digital content created by the UN.

Every year around 500 new titles are planned to be added to the iLibrary. Everything is just a click away!","2016-02-25 13:05:00"
242,"Children are the most vulnerable to the threat of land mines and other explosive remnants of war.

Help UNMAS make a safer world for them.","2016-02-25 08:05:00"
243,"Secretary-General Ban Ki-moon is currently on a ""Mission for Humanity"" trip, visiting the Democratic Republic of the Congo (DRC), Burundi and South Sudan. 

While there, he is meeting with children and students, refugees and internally displaced persons, civil society members and politicians ahead of this year's World Humanitarian Summit. 

Thanks to Giles Clarke from Getty Images who is along on the trip for sharing these pictures. 

Photos: Courtesy of Giles Clarke/Getty Images Reportage","2016-02-25 05:02:00"
244,"""We welcome the plan to close #Guantanamo. 

All Guantanamo detainees should be transferred to regular detention centres or other countries where fair trials and due process guarantees can be provided. 

If there is insufficient evidence to charge them, they must be released."" 

-- Statement by United Nations Human Rights High Commissioner #Zeid","2016-02-24 22:48:48"
245,"Smugglers are culpable for virtually all Bay of Bengal deaths - our UNHCR colleagues explain more in this report: http://trib.al/l6dWnHx","2016-02-24 13:00:02"
246,"On Wednesday, the United Nations Development Programme - UNDP is turning 50! World leaders will be on hand to chart the next steps for its work in global development.

Tell us: What are the global development challenges the world faces in the next 15 years where UNDP should prioritize?","2016-02-24 08:22:52"
247,"“We have to give hope to young people. 

Displaced people need to be given the opportunity to rebuild their lives.""

During his visit to the Democratic Republic of the Congo (DRC) on Tuesday, UN Secretary-General Ban Ki-moon met with students from the Bwerangula Primary School and visited the camp for internally displaced persons (IDP) in Kitchanga, North Kivu, Eastern DRC.","2016-02-24 05:02:00"
248,"What would you do if your #HumanRights were endangered? 

Take this quiz, based on real-life scenarios:","2016-02-24 01:55:28"
249,"It's #TourTuesday!

This Foucault Pendulum in the main lobby of the UN Headquarters in New York offers visual proof of the earth's rotation.

The 200-pound gold-plated sphere is suspended from the ceiling 75 feet above the floor and over a raised metal ring, containing an electromagnet in the centre. The sphere is held by a stainless steel wire which allows the weighted ball to swing freely in any plane. It slowly shifts in a clockwise direction, with a complete cycle taking about 36 hours and 45 minutes.

A gift to the UN from the Government of the Netherlands, the pendulum utilizes the principle first demonstrated by the noted French physicist, J. Foucault.

UN Photo/Rick Bajornas","2016-02-23 21:02:01"
250,"As the Syrian conflict is entering its sixth year, civilians are bearing the brunt of intensifying hostilities conducted by an ever-increasing number of warring parties, with aerial bombardments by pro-Government forces leaving “few safe places,” a new United Nations Human Rights Council-mandated report issued on Monday has found.","2016-02-23 13:00:01"
251,"Secretary-General Ban Ki-moon arrived in Bujumbura, capital of Burundi, on Monday for an official visit during which he is expected to meet President Pierre Nkurunziza and other actors in support of ongoing UN efforts at resolving Burundi’s political crisis.

To date, it has been reported that more than 400 people have been killed, more than 240,000 have fled the nation, and thousands more have been arrested and possibly subjected to human rights violations.

Stay tuned for more updates from his travels all week.","2016-02-23 09:27:00"
252,"Looking for updates on the situation in Fiji? Here's the latest from our United Nations OCHA colleagues.","2016-02-23 06:30:42"
253,"For Zero Discrimination Day on 1 March, use #zerodiscrimination to help spread the word and celebrate diversity, tolerance and inclusion. 

Raise your voice to be part of a resounding call for human rights, compassion, tolerance and peace that cannot be ignored.","2016-02-23 05:05:00"
254,"Better sexual and reproductive health is critical to achieving the Global Goals for Sustainable Development.

Access to family planning not only improves women’s chances of surviving pregnancy and childbirth, but also contributes to gender equality and more. 

Photo: Community sensitisation on contraceptive methods in the village of Malinga, Burkina Faso / UNFPA","2016-02-22 21:05:00"
255,"“I joined the Al-Shabaab because I was still a child – I was too young to make decisions,” says Ali, a former child solder in Somalia. He is one of some 100 trainees enrolled in the vocational training courses run by Intersos - a partner of UNICEF. 

The trainees learn plumbing, electronics, carpentry and tailoring -- aiming to start a new life.","2016-02-22 13:05:00"
256,"""Don't lose hope. Life is like walking around a block. There is always a turning point. You may not be able to see it now, but you will one day turn the next corner and things will get better. The three first words of the UN charter are 'We the Peoples.' You are at the center of all the work that we do. It is about your lives, your opportunities and your future.""

These are the words refugees at the Nizip refugee camp outside Gaziantep in Turkey heard from Deputy Secretary-General Jan Eliasson this weekend. 

""There is no military solution to the Syrian conflict. The UN's first priority is therefore to find a political solution to end this terrible nightmare,"" he said.","2016-02-22 05:05:01"
257,"#myvoicemyschool, running for a second year, is an educational project linking Palestine refugee youth in Syria with their peers in England and Belgium. 

Through live video conversations and customized teaching materials, students and teachers explore how education can help them meet their future aspirations.","2016-02-21 21:05:00"
258,"School meals remain an important safety net for many communities. 

World Food Programme provides school meals to 770,000 children in 1,700 schools in Kenya, as well as a mid-morning meal for all primary and pre-primary school children at refugee camps in the country.","2016-02-21 13:05:00"
259,"Were you educated in your mother language? 

Sunday is International Mother Language Day, which promotes the preservation and protection of ALL languages -- and the importance of children learning in a language they understand.

Find out more here from UNESCO.","2016-02-21 05:05:00"
260,"Climate changers wanted! 

UNFCCC is looking for shining examples of innovative climate action for its 2016 Momentum for Change Awards. 

The awards will celebrate game-changing climate action in three key areas: women’s leadership and empowerment; climate friendly investment; and ICT solutions.

Apply now to have your project recognized: http://momentum.unfccc.int","2016-02-21 05:02:01"
261,"Are you a start-up enterprise truing to solve pressing local issues?

Then apply for the 2016 SEED Awards by 21 March! 

Winning enterprises will receive a tailor-made business support package.","2016-02-20 21:05:00"
262,"With the conflict in Yemen nearing one year, a staggering 82% of people are in need of humanitarian aid. 

Between March and December last year, over 1,000 children were injured and over 740 killed in the fighting.

This week United Nations OCHA launched a humanitarian appeal to provide life-saving assistance to 13.6 million of the most vulnerable people affected.","2016-02-20 13:05:00"
263,"The pursuit of social justice for all is at the core of the United Nations' mission to promote development and human dignity. 

Show your support for well-being and justice for everyone, everywhere on Saturday's World Day of Social Justice.","2016-02-20 05:05:00"
264,"The future of wildlife is in our hands.

Poaching and the illegal trade in wildlife have reached unprecedented levels. As few as 3,200 tigers exist in the wild today. In the last few years, over 100,000 elephants were poached in Africa. Some rhino populations face extinction. 


Achim Steiner explains how you can get involved in stopping these crimes against nature this #WorldWildlifeDay.","2016-02-19 21:05:00"
265,"Syria update: this week the World Food Programme managed to deliver food to over 81,000 people living in 5 besieged areas, including Madaya, Moadamiya, and Zabadani in rural Damascus and Foah and Kafrayah in rural Idleb. 

This is a huge step forward. Some of these areas have been besieged for over a year.","2016-02-19 13:05:01"
266,"""One has to look at some of the unique work it carries out, such as providing aid to the more than 55 million refugees in 123 countries.""

""In defence of the UN"", a short powerful video by Aljazeera: http://is.gd/UEoPbD

via UN Geneva","2016-02-19 07:04:01"
267,"""We have all the tools we need to solve the climate crisis, save perhaps one --but always remember that political will is a renewable resource'. 

Al Gore shares what the #ParisAgreement on climate change means to him.","2016-02-18 22:00:00"
268,"#ThrowbackThursday:  A look back in pictures at Boutros Boutros-Ghali's time at the United Nations. 

The veteran Egyptian diplomat and the sixth Secretary-General passed away this week at the age of 93. 

#TBT","2016-02-18 20:49:51"
269,"On Zero Discrimination Day 2016, join UNAIDS to celebrate individuality and stand out. 

Embrace the diversity that exists around us, understand and accept people’s differences, open minds and respect and support one another.

Get details here.","2016-02-18 05:05:00"
270,"The first all-female police unit in the history of UN Peacekeeping 
has arrived home in India after serving the United Nations Mission in Liberia (UNMIL) since 2007. 

“The contribution you have made in inspiring Liberian women, imparting in them the spirit of professionalism and encouraging them to join operations that protect the nation; for that we will always be grateful.” Liberian President Ellen Johnson-Sirleaf told the peacekeepers before they left the country. 

Read their story here: http://j.mp/1RNjYtX

Photo: UN in India","2016-02-17 21:53:47"
271,"How can technology help the world reach Zero Hunger by 2030?

World Food Programme chief Ertharin Cousin explains the smart way to help achieve the Global Goals for Sustainable Development.","2016-02-17 13:15:00"
272,"""His commitment to the United Nations – its mission and its staff -- was unmistakable, and the mark he has left on the Organization is indelible"".
-- Secretary-General Ban Ki-moon on Boutros Boutros-Ghali, veteran Egyptian diplomat and the first Secretary-General from Africa, who passed away on Monday at the age of 93. 

Read more on his contribution to the UN here: http://j.mp/1KUXdmc

Photo: UN Photo","2016-02-17 05:05:00"
273,"UNEP Executive Director Achim Steiner shared his experience in the Democratic Republic of Congo's Virunga National Park, home to some of the last mountain gorillas in the wild.

Watch this amazing footage and read about how the park and its gorillas are on the front lines of conservation.","2016-02-16 21:01:03"
274,"Every day, more than one million people acquire a sexually transmitted infection (STI). Condoms are proven to be 98% effective in preventing STIs and HIV, but many people in the world still don't have access to them. 

We need more domestic funding and private sector investment in condom distribution and promotion.","2016-02-16 13:05:00"
275,"Did you know that a quarter of sharks and rays are threatened with extinction? 

IUCN Shark Specialist Group says sharks and their relatives are facing an alarmingly elevated risk of extinction. The most threatened species have declined due to incidental capture in fisheries targeting other species.","2016-02-16 05:05:00"
276,"Female Genital Mutilation (FGM) is most prevalent in Africa and the Middle East, but it is also a problem in several countries in Asia and throughout the world. 

The Emberá indigenous people in Colombia are the only group in Latin American currently known to practice FGM. 

Patricia Tobon Yagarí, an Emberá lawyer who decided to fight against the practice, shares her story.","2016-02-15 21:05:00"
277,"Need inspiration? Take a look at the winners of UN Women India's Freedom from Violence for Women and Girls photo competition.

1 in 3 women worldwide have experienced physical or sexual violence. Yet violence against women is not inevitable. Specialized programmes and campaigns and a mobilized global movement can help prevent violence against women and girls before it happens.","2016-02-15 13:05:01"
278,"""If you’re going to do technology, what are you trying to get? Value for humanity, that’s the ultimate goal"".

Atefah Riazi, the UN's Chief Information Technology Officer on responsible innovation, promoting the ""light web"" for global good and how girls should be proud to be geeks. 

Read her new interview here: http://j.mp/1SKIKfQ","2016-02-15 05:05:00"
279,"""My cousin was married at the age of 13. She became pregnant and died during labor. The husband married another girl and forgot my late cousin."" 
-- MarIama, 16 years old. 

Marriage looks very different to a child bride. 

Each day, 37,000 girls under eighteen are forced to get married.

This Valentine's Day help end child marriage. Join us in saying #IDONT today. 

 #GlobalGoals","2016-02-14 21:05:00"
280,"""Love strikes me as a neglected force that, once released, could bring about international stability and boost economic development.""

The World Bank explores the neglected universal force of love. 

#ValentinesDay","2016-02-14 13:05:01"
281,"As some cultures celebrate Valentines Day, here a reminder of why people everywhere should love small farmers!

The International Fund for Agricultural Development (IFAD) explains here.","2016-02-14 05:05:00"
